time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
64100,2023-09-17 14:15:18,54.8413727654704,26.4329512918221,69.225724,,,549.99879417476,10.498688,10.513618,718.74018048,780.757899,10,4,14.673,550.98304617476,70.209976,21.0719748,730.60369792,-4.697574,9.395148,0.223694,128.1, -24.1, 4.2,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.668,3.672,3.673,3.66,0,0,0,32,549.99879417476,69.225724,6,P-GPS,
64200,2023-09-17 14:15:18,54.8413707251334,26.4329585238082,69.225724,,,549.99879417476,10.498688,11.296547,717.05054788,782.45081244,10,4,14.673,550.98304617476,70.209976,21.0719748,730.60369792,-5.144962,10.06623,0.223694,128.1, -23.6, 4.5,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.668,3.672,3.673,3.66,0,0,0,32,549.99879417476,69.225724,6,P-GPS,
64300,2023-09-17 14:15:18,54.8413686896623,26.432966041189,68.89764,,,549.67071017476,10.498688,11.9005208,715.30842184,784.19621932,10,4,14.673,550.98304617476,70.209976,21.0719748,730.60369792,-5.59235,10.513618,0.223694,128, -23.5, 4.2,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.668,3.672,3.673,3.66,0,0,0,32,549.67071017476,68.89764,6,P-GPS,
64400,2023-09-17 14:15:18,54.8413663030211,26.4329739977303,68.89764,,,549.67071017476,10.498688,12.5044946,713.43178136,786.07942148,10,4,14.673,550.98304617476,70.209976,21.0719748,730.60369792,-6.039738,10.961006,0,127.9, -23.8, 4.3,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.668,3.672,3.673,3.66,0,0,0,32,549.67071017476,68.89764,6,P-GPS,
64500,2023-09-17 14:15:19,54.8413638401011,26.4329827140551,68.89764,,,549.67071017476,10.498688,13.309793,711.39437972,788.12010396,10,4,14.673,550.98304617476,70.209976,21.0719748,730.60369792,-6.487126,11.632088,0,127.9, -23.9, 3.9,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.668,3.672,3.673,3.66,0,0,0,32,549.67071017476,68.89764,6,P-GPS,
64600,2023-09-17 14:15:19,54.841361113735,26.4329914672741,68.569556,,,549.34262617476,10.498688,13.9361362,709.31432716,790.20999904,10,4,14.673,550.98304617476,70.209976,21.0719748,730.60369792,-6.934514,12.079476,0,128, -24, 4.4,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.668,3.672,3.673,3.66,0,0,0,32,549.34262617476,68.569556,6,P-GPS,
64700,2023-09-17 14:15:19,54.8413579518329,26.4329998674984,68.241472,,,549.01454217476,10.498688,14.54011,707.24411712,792.31957916,10,4,14.673,550.98304617476,70.209976,21.0719748,730.60369792,-7.381902,12.526864,0,128.1, -23.9, 4.8,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.668,3.672,3.673,3.66,0,0,0,32,549.01454217476,68.241472,6,P-GPS,
64800,2023-09-17 14:15:19,54.8413548745707,26.43300923459,68.241472,,,549.01454217476,10.498688,15.1440838,704.99674172,794.5866396,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-7.82929,12.974252,0,128.2, -23.5, 5.3,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,549.01454217476,68.241472,6,P-GPS,
64900,2023-09-17 14:15:19,54.8413514311294,26.4330190827348,67.913388,,,548.68645817476,10.498688,15.770427,702.60172852,797.00461868,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-8.276678,13.42164,0,128.1, -23.7, 4.9,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
65000,2023-09-17 14:15:19,54.841347987688,26.4330290598905,67.913388,,,548.68645817476,10.498688,16.3744008,700.18703028,799.44884448,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-8.724066,13.869028,0,128.1, -23.9, 4.7,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
65100,2023-09-17 14:15:19,54.8413436654304,26.4330400946018,67.913388,,,548.68645817476,10.498688,17.1349604,697.4409672,802.25396268,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-9.395148,14.316416,0,127.9, -24.3, 4.6,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
65200,2023-09-17 14:15:19,54.841339841212,26.4330507122892,67.585304,,,548.35837417476,10.498688,17.6270872,694.8491036,804.88519636,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-9.618842,14.763804,0,127.9, -24.4, 4.1,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
65300,2023-09-17 14:15:19,54.8413358256457,26.4330616106108,67.585304,,,548.35837417476,10.498688,18.231061,692.175219,807.60173188,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-10.06623,15.211192,0,128, -23.5, 4.2,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
65400,2023-09-17 14:15:19,54.8413316822628,26.4330728754946,67.25722,,,548.03029017476,10.498688,18.8574042,689.40947088,810.41013092,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-10.513618,15.65858,-0.223694,128, -23.7, 4.6,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.03029017476,67.25722,6,P-GPS,
65500,2023-09-17 14:15:20,54.8413273364978,26.433084137284,67.585304,,,548.35837417476,10.498688,19.349531,686.62075688,813.25790004,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-10.737312,16.105968,-0.447388,128, -24.2, 5.3,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
65600,2023-09-17 14:15:20,54.8413229206222,26.4330959029773,67.585304,,,548.35837417476,10.498688,19.796919,683.72377516,816.21065604,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-11.1847,16.329662,-0.223694,127.9, -24.4, 5.3,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,79,3.634,3.638,3.642,3.635,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
65700,2023-09-17 14:15:20,54.8413183421831,26.4331073901786,67.585304,,,548.35837417476,10.498688,20.2890458,680.85960184,819.143727,10,4,14.549,550.98304617476,70.209976,21.0719748,730.60369792,-11.408394,16.77705,-0.223694,127.9, -24.4, 5.3,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,78,3.634,3.638,3.642,3.635,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
65800,2023-09-17 14:15:20,54.8413136882876,26.4331195728959,67.585304,,,548.35837417476,10.498688,20.6022174,677.84779072,822.21787408,10,4,14.331,550.98304617476,70.209976,21.0719748,730.60369792,-11.632088,17.000744,-0.223694,127.8, -24.3, 5,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
65900,2023-09-17 14:15:20,54.8413087657373,26.4331322031047,67.585304,,,548.35837417476,10.498688,21.2285606,674.71458852,825.41997392,10,4,14.331,550.98304617476,70.209976,21.2285606,730.60369792,-12.079476,17.448132,-0.447388,127.8, -24.1, 5.2,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
66000,2023-09-17 14:15:20,54.841303869093,26.4331448940104,67.585304,,,548.35837417476,10.498688,21.5417322,671.57482464,828.63191628,10,4,14.331,550.98304617476,70.209976,21.5417322,730.60369792,-12.30317,17.671826,-0.447388,127.8, -24.2, 5.5,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
66100,2023-09-17 14:15:20,54.8412984101242,26.4331572850016,67.913388,,,548.68645817476,10.498688,21.5417322,668.41537572,831.90947544,10,4,14.331,550.98304617476,70.209976,21.5417322,730.60369792,-12.750558,18.119214,-0.447388,127.8, -24.1, 5.7,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
66200,2023-09-17 14:15:20,54.8412932627811,26.4331703460399,67.913388,,,548.68645817476,10.498688,22.4588776,665.17062496,835.23296636,10,4,14.331,550.98304617476,70.209976,22.4588776,730.60369792,-12.974252,18.342908,-0.447388,127.8, -23.9, 6.1,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
66300,2023-09-17 14:15:20,54.8412879360836,26.4331829493515,67.913388,,,548.68645817476,10.498688,22.7720492,661.991491,838.5170872,10,4,14.331,550.98304617476,70.209976,22.7720492,730.60369792,-13.197946,18.566602,-0.447388,127.7, -24, 6.2,0,0,1684,1024,1024,1024,100,0,0,0,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
66400,2023-09-17 14:15:20,54.8412825734056,26.4331963326788,68.241472,,,549.01454217476,10.498688,23.0852208,658.65487672,841.94228416,10,4,14.331,550.98304617476,70.209976,23.0852208,730.60369792,-13.42164,18.790296,-0.447388,127.6, -24.1, 6.4,0,0,1684,1024,1024,915,100,0,0,-17,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,549.01454217476,68.241472,6,P-GPS,
66500,2023-09-17 14:15:20,54.8412766691004,26.4332094034761,68.241472,,,549.01454217476,10.498688,23.3983924,655.30841992,845.43309792,10,4,14.331,550.98304617476,70.209976,23.3983924,730.60369792,-13.645334,19.01399,-0.447388,127.6, -24.2, 6.4,0,0,1684,1024,1024,892,100,0,0,-20,114.9,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,549.01454217476,68.241472,6,P-GPS,
66600,2023-09-17 14:15:21,54.8412710681968,26.4332230748165,67.913388,,,548.68645817476,10.498688,23.711564,651.8865038,848.96000092,10,4,14.331,550.98304617476,70.209976,23.711564,730.60369792,-13.869028,19.237684,-0.223694,127.4, -24, 6.5,0,0,1684,884,1024,1024,100,-21,0,0,114.8,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
66700,2023-09-17 14:15:21,54.8412649166196,26.4332361025309,67.913388,,,548.68645817476,10.498688,24.158952,648.52036196,852.49674644,10,4,14.331,550.98304617476,70.209976,24.158952,730.60369792,-14.316416,19.461378,-0.223694,127.5, -23.8, 6.4,0,0,1684,674,1024,1024,100,-53,0,0,114.7,-6.2,0,78,3.567,3.575,3.59,3.599,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
66800,2023-09-17 14:15:21,54.8412590735155,26.4332500071381,67.913388,,,548.68645817476,10.498688,24.4721236,645.02298652,856.11551296,10,4,14.319,550.98304617476,70.209976,24.4721236,730.60369792,-14.54011,19.685072,-0.223694,127.5, -23.9, 5.9,0,0,1684,513,1024,1024,100,-77,0,0,114.7,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
66900,2023-09-17 14:15:21,54.841252658355,26.4332636408702,67.913388,,,548.68645817476,10.498688,24.7852952,641.5026452,859.81301964,10,4,14.319,550.98304617476,70.209976,24.7852952,730.60369792,-14.763804,19.908766,-0.223694,127.8, -24.2, 4.2,0,0,1684,426,1024,1024,100,-91,0,0,114.7,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
67000,2023-09-17 14:15:21,54.8412465846328,26.4332778615779,68.241472,,,549.01454217476,10.498688,25.0984668,637.91668708,863.5334922,10,4,14.319,550.98304617476,70.209976,25.0984668,730.60369792,-14.987498,20.13246,-0.447388,128.6, -24.3, 0.1,0,0,1684,420,1024,1024,100,-92,0,0,114.7,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,549.01454217476,68.241472,6,P-GPS,
67100,2023-09-17 14:15:21,54.8412402605545,26.433291973031,68.241472,,,549.01454217476,10.498688,25.4563772,634.32088644,867.290054,10,4,14.319,550.98304617476,70.209976,25.4563772,730.60369792,-14.987498,20.579848,-0.447388,129.7, -24, -5,0,0,1684,463,1024,873,100,-85,0,-23,114.7,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,549.01454217476,68.241472,6,P-GPS,
67200,2023-09-17 14:15:21,54.8412341506462,26.4333067238257,67.913388,,,548.68645817476,10.498688,25.7024406,630.62994144,871.10895176,10,4,14.319,550.98304617476,70.209976,25.7024406,730.60369792,-14.763804,21.027236,-0.447388,130.5, -22.7, -9.2,0,0,1684,583,1024,797,100,-67,0,-34,114.6,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
67300,2023-09-17 14:15:21,54.8412284513959,26.4333218111911,68.241472,,,549.01454217476,10.498688,26.1274592,626.92587308,874.89832196,10,4,14.319,550.98304617476,70.209976,26.1274592,730.60369792,-14.54011,21.698318,-0.447388,130.7, -22.2, -11.2,0,0,1684,699,1024,803,100,-49,0,-33,114.3,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,549.01454217476,68.241472,6,P-GPS,
67400,2023-09-17 14:15:21,54.8412225938312,26.4333373279579,67.913388,,,548.68645817476,10.498688,26.3735226,623.12009868,878.79595988,10,4,14.319,550.98304617476,70.209976,26.3735226,730.60369792,-14.316416,22.145706,-0.447388,130.3, -22.9, -9.9,0,0,1684,734,1005,927,100,-44,-3,-15,113.8,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
67500,2023-09-17 14:15:22,54.8412165512236,26.4333525914635,67.913388,,,548.68645817476,10.498688,26.619586,619.340571,882.68703612,10,4,14.319,550.98304617476,70.209976,26.619586,730.60369792,-14.092722,22.593094,-0.223694,129.5, -24.1, -6.6,0,0,1684,735,739,1024,100,-44,-43,0,113.6,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
67600,2023-09-17 14:15:22,54.8412108629388,26.4333687168662,67.913388,,,548.68645817476,10.498688,26.8880188,615.4363714,886.66013336,10,4,14.319,550.98304617476,70.209976,26.8880188,730.60369792,-13.869028,23.040482,0,128.6, -24.7, -3.3,0,0,1684,754,595,1024,100,-41,-65,0,113.6,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,548.68645817476,67.913388,6,P-GPS,
67700,2023-09-17 14:15:22,54.8412056765997,26.4333851312341,67.585304,,,548.35837417476,10.498688,27.0893434,611.54201432,890.59386052,10,4,14.319,550.98304617476,70.209976,27.0893434,730.60369792,-13.869028,23.264176,0.223694,128.2, -25.7, -1.3,0,0,1684,789,542,1024,100,-36,-73,0,113.6,-6.2,0,78,3.583,3.587,3.584,3.565,0,0,0,32,548.35837417476,67.585304,6,P-GPS,
67800,2023-09-17 14:15:22,54.8412001006427,26.4334016505721,67.25722,,,548.03029017476,10.498688,27.1564516,607.5787596,894.6194512,10,4,14.424,550.98304617476,70.209976,27.1564516,730.60369792,-13.645334,23.48787,0.894776,127.7, -26.3, 0.5,0,0,1684,801,542,1024,100,-34,-73,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,548.03029017476,67.25722,6,P-GPS,
67900,2023-09-17 14:15:22,54.8411940376804,26.4334175776978,67.25722,,,548.03029017476,10.498688,27.1564516,603.67127916,898.62863768,10,4,14.424,550.98304617476,70.209976,27.1564516,730.60369792,-13.645334,23.48787,1.789552,127.5, -26.3, 1.8,0,0,1684,803,541,1024,100,-33,-73,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,548.03029017476,67.25722,6,P-GPS,
68000,2023-09-17 14:15:22,54.8411884561722,26.4334341705862,66.929136,,,547.70220617476,10.498688,27.3577762,599.69162024,902.66735172,10,4,14.424,550.98304617476,70.209976,27.3577762,730.60369792,-13.645334,23.711564,2.460634,127.2, -25.5, 2.7,0,0,1684,812,534,1024,100,-32,-74,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,547.70220617476,66.929136,6,P-GPS,
68100,2023-09-17 14:15:22,54.8411828693182,26.4334497744708,66.601052,,,547.37412217476,10.498688,27.4696232,595.91209256,906.52561956,10,4,14.424,550.98304617476,70.209976,27.4696232,730.60369792,-13.869028,23.711564,2.908022,127.2, -24.9, 2.9,0,0,1684,816,528,1024,100,-32,-75,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,547.37412217476,66.601052,6,P-GPS,
68200,2023-09-17 14:15:22,54.8411772439479,26.4334664504307,65.944884,,,546.71795417476,10.498688,27.4696232,591.9127486,910.58729948,10,4,14.424,550.98304617476,70.209976,27.4696232,730.60369792,-13.869028,23.711564,3.35541,127, -24.3, 3,0,0,1684,819,529,1024,100,-31,-75,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,546.71795417476,65.944884,6,P-GPS,
68300,2023-09-17 14:15:22,54.841171274021,26.433482955011,65.288716,,,546.06178617476,10.498688,27.7827948,587.90684296,914.6817878,10,4,14.424,550.98304617476,70.209976,27.7827948,730.60369792,-14.092722,23.935258,3.35541,127, -24.2, 3.3,0,0,1684,828,529,1024,100,-30,-75,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,546.06178617476,65.288716,6,P-GPS,
68400,2023-09-17 14:15:22,54.8411655279617,26.4334998192506,64.632548,,,545.40561817476,10.498688,27.7827948,583.8582864,918.799242,10,4,14.424,550.98304617476,70.209976,27.7827948,730.60369792,-14.092722,23.935258,3.579104,127, -23.9, 3.4,0,0,1684,830,525,1024,100,-29,-76,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,545.40561817476,64.632548,6,P-GPS,
68500,2023-09-17 14:15:23,54.8411596582663,26.4335164540317,63.97638,,,544.74945017476,10.498688,28.073597,579.84253824,922.89701116,10,4,14.424,550.98304617476,70.209976,28.073597,730.60369792,-14.316416,24.158952,3.802798,127, -23.8, 3.7,0,0,1684,836,524,1024,100,-28,-76,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,544.74945017476,63.97638,6,P-GPS,
68600,2023-09-17 14:15:23,54.8411537977203,26.433533489175,62.992128,,,543.76519817476,10.498688,28.073597,575.74804992,927.0669588,10,4,14.424,550.98304617476,70.209976,28.073597,730.60369792,-14.316416,24.158952,3.802798,126.9, -23.8, 3.9,0,0,1684,837,523,1024,100,-28,-76,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,543.76519817476,62.992128,6,P-GPS,
68700,2023-09-17 14:15:23,54.8411485016577,26.433550357699,62.33596,,,543.10903017476,10.498688,28.073597,571.75854848,931.10567284,10,4,14.424,550.98304617476,70.209976,28.073597,730.60369792,-14.316416,24.158952,4.026492,126.9, -23.9, 4.1,0,0,1684,841,524,1024,100,-28,-76,0,113.6,-6.2,0,78,3.596,3.606,3.617,3.605,0,0,0,32,543.10903017476,62.33596,6,P-GPS,
68800,2023-09-17 14:15:23,54.8411425907389,26.4335675318503,61.351708,,,542.12477817476,10.498688,28.3867686,567.63125176,935.30842888,10,4,14.615,550.98304617476,70.209976,28.3867686,730.60369792,-14.54011,24.382646,4.026492,126.9, -23.9, 4.2,0,0,1684,845,524,1024,100,-27,-76,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,542.12477817476,61.351708,6,P-GPS,
68900,2023-09-17 14:15:23,54.8411366377742,26.4335847631281,60.69554,,,541.46861017476,10.498688,28.4986156,563.49083168,939.53086996,10,4,14.615,550.98304617476,70.209976,28.4986156,730.60369792,-14.763804,24.382646,4.026492,126.9, -23.9, 4.4,0,0,1684,847,476,1024,100,-27,-83,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,541.46861017476,60.69554,6,P-GPS,
69000,2023-09-17 14:15:23,54.8411306177487,26.4336021010421,59.711288,,,540.48435817476,10.498688,28.6999402,559.32416488,943.7828386,10,4,14.615,550.98304617476,70.209976,28.6999402,730.60369792,-14.763804,24.60634,4.026492,126.8, -24.1, 4.6,0,0,1684,859,451,1024,100,-25,-87,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,540.48435817476,59.711288,6,P-GPS,
69100,2023-09-17 14:15:23,54.8411247316051,26.4336195117925,59.05512,,,539.82819017476,10.498688,28.8117872,555.15749808,948.02496472,10,4,14.615,550.98304617476,70.209976,28.8117872,730.60369792,-14.987498,24.60634,4.250186,126.7, -25, 4.7,0,0,1684,865,447,1024,100,-24,-87,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,539.82819017476,59.05512,6,P-GPS,
69200,2023-09-17 14:15:23,54.8411186559982,26.4336369311119,58.398952,,,539.17202217476,10.498688,28.8117872,550.9678654,952.30318008,10,4,14.615,550.98304617476,70.209976,28.8117872,730.60369792,-14.987498,24.60634,4.697574,126.6, -25.3, 4.9,0,0,1684,871,439,1024,100,-23,-89,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,539.17202217476,58.398952,6,P-GPS,
69300,2023-09-17 14:15:23,54.8411122542705,26.4336545184787,57.742784,,,538.51585417476,10.498688,29.0131118,546.70605424,956.67325896,10,4,14.615,550.98304617476,70.209976,29.0131118,730.60369792,-14.987498,24.830034,4.921268,126.7, -24.6, 5,0,0,1684,872,430,1024,100,-23,-90,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,538.51585417476,57.742784,6,P-GPS,
69400,2023-09-17 14:15:23,54.841106077267,26.4336720230119,56.758532,,,537.53160217476,10.498688,29.1249588,542.49017484,960.98756356,10,4,14.615,550.98304617476,70.209976,29.1249588,730.60369792,-15.211192,24.830034,4.921268,126.6, -24.3, 5,0,0,1684,873,430,1024,100,-23,-90,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,537.53160217476,56.758532,6,P-GPS,
69500,2023-09-17 14:15:23,54.8410997696026,26.4336894173384,56.102364,,,536.87543417476,10.498688,29.1249588,538.28413796,965.305149,10,4,14.615,550.98304617476,70.209976,29.1249588,730.60369792,-15.434886,24.830034,5.144962,126.6, -24.3, 5.2,0,0,1684,877,430,1024,100,-22,-90,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,536.87543417476,56.102364,6,P-GPS,
69600,2023-09-17 14:15:24,54.8410934722185,26.4337069956601,55.446196,,,536.21926617476,10.498688,29.415761,534.04201184,969.65554284,10,4,14.615,550.98304617476,70.209976,29.415761,730.60369792,-15.434886,25.053728,5.144962,126.5, -24.3, 5.3,0,0,1684,879,430,1024,100,-22,-90,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,536.21926617476,55.446196,6,P-GPS,
69700,2023-09-17 14:15:24,54.841087075528,26.4337230415615,54.790028,,,535.56309817476,10.498688,29.6618244,530.09516132,973.75659284,10,4,14.615,550.98304617476,70.209976,29.6618244,730.60369792,-15.882274,25.053728,5.144962,126.6, -24.2, 5.1,0,0,1684,886,416,1024,100,-21,-92,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,535.56309817476,54.790028,6,P-GPS,
69800,2023-09-17 14:15:24,54.8410806308292,26.433740582989,53.805776,,,534.57884617476,10.498688,29.6618244,525.84975436,978.12667172,10,4,14.615,550.98304617476,70.209976,29.6618244,730.60369792,-15.882274,25.053728,5.144962,126.6, -24, 5.1,0,0,1684,890,390,1024,100,-20,-96,0,113.6,-6.2,0,78,3.65,3.656,3.66,3.649,0,0,0,32,534.57884617476,53.805776,6,P-GPS,
69900,2023-09-17 14:15:24,54.8410736398429,26.4337602047757,52.821524,,,533.59459417476,10.498688,29.974996,521.12534476,982.97575324,10,4,14.628,550.98304617476,70.209976,29.974996,730.60369792,-16.105968,25.277422,5.368656,126.7, -23.7, 4.8,0,0,1684,893,385,1024,100,-20,-97,0,113.6,-6.2,0,78,3.668,3.661,3.657,3.642,0,0,0,32,533.59459417476,52.821524,6,P-GPS,
70000,2023-09-17 14:15:24,54.8410670366241,26.4337779987502,51.837272,,,532.61034217476,10.498688,30.086843,516.814321,987.42457228,10,4,14.628,550.98304617476,70.209976,30.086843,730.60369792,-16.329662,25.277422,5.59235,126.7, -23.8, 5,0,0,1684,895,384,1024,100,-20,-97,0,113.6,-6.2,0,78,3.668,3.661,3.657,3.642,0,0,0,32,532.61034217476,51.837272,6,P-GPS,
70100,2023-09-17 14:15:24,54.8410602876326,26.4337964011227,50.85302,,,531.62609017476,10.498688,30.086843,512.36550196,992.00790576,10,4,14.628,550.98304617476,70.209976,30.086843,730.60369792,-16.329662,25.277422,5.816044,126.7, -23.4, 5.1,0,0,1684,898,385,1024,100,-19,-97,0,113.6,-6.2,0,78,3.668,3.661,3.657,3.642,0,0,0,32,531.62609017476,50.85302,6,P-GPS,
70200,2023-09-17 14:15:24,54.8410535886713,26.4338142917363,49.868768,,,530.64183817476,10.498688,30.2210594,508.02823148,996.4895332,10,4,14.628,550.98304617476,70.209976,30.2210594,730.60369792,-16.553356,25.277422,6.039738,126.8, -22.6, 5.1,0,0,1684,918,386,1024,100,-16,-97,0,113.6,-6.2,0,78,3.668,3.661,3.657,3.642,0,0,0,32,530.64183817476,49.868768,6,P-GPS,
70300,2023-09-17 14:15:24,54.8410470341119,26.4338324691729,48.884516,,,529.65758617476,10.498688,30.4000146,503.65159092,1000.99740736,10,4,14.628,550.98304617476,70.209976,30.4000146,730.60369792,-16.553356,25.501116,6.039738,126.8, -22, 5,0,0,1684,934,386,1024,100,-14,-97,0,113.6,-6.2,0,78,3.668,3.661,3.657,3.642,0,0,0,32,529.65758617476,48.884516,6,P-GPS,
70400,2023-09-17 14:15:24,54.8410402588032,26.4338504304806,47.900264,,,528.67333417476,10.498688,30.4000146,499.29791624,1005.50856236,10,4,14.628,550.98304617476,70.209976,30.4000146,730.60369792,-16.553356,25.501116,6.039738,126.9, -21.7, 5.4,0,0,1684,1024,388,1024,100,0,-96,0,113.6,-6.2,0,78,3.668,3.661,3.657,3.642,0,0,0,32,528.67333417476,47.900264,6,P-GPS,
